move_name,move_url,pokemon,move_accuracy,move_category,move_crit_rate,move_damage_class,move_drain,move_effect,move_effect_chance,move_flinch_chance,move_healing,move_max_hits,move_max_turns,move_min_hits,move_min_turns,move_power,move_pp,move_priority,move_stat_chance,move_stat_change,move_stat_change_amount,move_target,move_type
fury-attack,https://pokeapi.co/api/v2/move/31/,rhydon,85.0,damage,0,physical,0,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",,0,0,5.0,,2.0,,15.0,20,0,0,,,selected-pokemon,normal
fury-attack,https://pokeapi.co/api/v2/move/31/,doduo,85.0,damage,0,physical,0,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",,0,0,5.0,,2.0,,15.0,20,0,0,,,selected-pokemon,normal
fury-attack,https://pokeapi.co/api/v2/move/31/,spearow,85.0,damage,0,physical,0,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",,0,0,5.0,,2.0,,15.0,20,0,0,,,selected-pokemon,normal
leer,https://pokeapi.co/api/v2/move/43/,farfetchd,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,rhyhorn,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,scyther,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,fearow,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,fearow,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,charmeleon,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,charizard,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,charizard,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,dragonite,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,charmander,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,kangaskhan,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,growlithe,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,nidoran-m,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,marowak,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,marowak,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,kingler,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,electabuzz,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,kabutops,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,flareon,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,seadra,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,horsea,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,magmar,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,shellder,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,primeape,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,nidorino,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,mankey,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,ekans,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,arcanine,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,machoke,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,machoke,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,arbok,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,machop,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,kabuto,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,krabby,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,moltres,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,omanyte,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,dragonair,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,rhydon,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,omastar,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,cubone,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,gyarados,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,gyarados,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,tauros,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,machamp,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,machamp,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,spearow,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
leer,https://pokeapi.co/api/v2/move/43/,dratini,100.0,net-good-stats,0,status,0,Lowers the target's Defense by one stage.,100.0,0,0,,,,,,30,0,100,defense,-1.0,all-opponents,normal
peck,https://pokeapi.co/api/v2/move/64/,farfetchd,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,35.0,35,0,0,,,selected-pokemon,flying
peck,https://pokeapi.co/api/v2/move/64/,fearow,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,35.0,35,0,0,,,selected-pokemon,flying
peck,https://pokeapi.co/api/v2/move/64/,goldeen,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,35.0,35,0,0,,,selected-pokemon,flying
peck,https://pokeapi.co/api/v2/move/64/,seaking,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,35.0,35,0,0,,,selected-pokemon,flying
peck,https://pokeapi.co/api/v2/move/64/,dodrio,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,35.0,35,0,0,,,selected-pokemon,flying
peck,https://pokeapi.co/api/v2/move/64/,moltres,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,35.0,35,0,0,,,selected-pokemon,flying
peck,https://pokeapi.co/api/v2/move/64/,doduo,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,35.0,35,0,0,,,selected-pokemon,flying
peck,https://pokeapi.co/api/v2/move/64/,articuno,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,35.0,35,0,0,,,selected-pokemon,flying
peck,https://pokeapi.co/api/v2/move/64/,spearow,100.0,damage,0,physical,0,Inflicts regular damage.,,0,0,,,,,35.0,35,0,0,,,selected-pokemon,flying
agility,https://pokeapi.co/api/v2/move/97/,farfetchd,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,scyther,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,pidgeot,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,fearow,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,pidgey,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,dragonite,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,dragonite,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,growlithe,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,goldeen,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,ponyta,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,jolteon,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,seaking,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,seadra,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,horsea,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,beedrill,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,pidgeotto,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,rapidash,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,hitmonchan,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,zapdos,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,dodrio,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,moltres,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,dragonair,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,doduo,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,porygon,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,pikachu,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,articuno,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,spearow,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,aerodactyl,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
agility,https://pokeapi.co/api/v2/move/97/,dratini,,net-good-stats,0,status,0,Raises the user's Speed by two stages.,,0,0,,,,,,30,0,0,speed,2.0,user,psychic
slash,https://pokeapi.co/api/v2/move/163/,farfetchd,100.0,damage,1,physical,0,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,,0,0,,,,,70.0,20,0,0,,,selected-pokemon,normal
slash,https://pokeapi.co/api/v2/move/163/,parasect,100.0,damage,1,physical,0,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,,0,0,,,,,70.0,20,0,0,,,selected-pokemon,normal
slash,https://pokeapi.co/api/v2/move/163/,scyther,100.0,damage,1,physical,0,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,,0,0,,,,,70.0,20,0,0,,,selected-pokemon,normal
slash,https://pokeapi.co/api/v2/move/163/,charmeleon,100.0,damage,1,physical,0,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,,0,0,,,,,70.0,20,0,0,,,selected-pokemon,normal
slash,https://pokeapi.co/api/v2/move/163/,charizard,100.0,damage,1,physical,0,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,,0,0,,,,,70.0,20,0,0,,,selected-pokemon,normal
slash,https://pokeapi.co/api/v2/move/163/,charmander,100.0,damage,1,physical,0,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,,0,0,,,,,70.0,20,0,0,,,selected-pokemon,normal
slash,https://pokeapi.co/api/v2/move/163/,paras,100.0,damage,1,physical,0,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,,0,0,,,,,70.0,20,0,0,,,selected-pokemon,normal
slash,https://pokeapi.co/api/v2/move/163/,kabutops,100.0,damage,1,physical,0,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,,0,0,,,,,70.0,20,0,0,,,selected-pokemon,normal
slash,https://pokeapi.co/api/v2/move/163/,sandslash,100.0,damage,1,physical,0,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,,0,0,,,,,70.0,20,0,0,,,selected-pokemon,normal
slash,https://pokeapi.co/api/v2/move/163/,kabuto,100.0,damage,1,physical,0,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,,0,0,,,,,70.0,20,0,0,,,selected-pokemon,normal
slash,https://pokeapi.co/api/v2/move/163/,persian,100.0,damage,1,physical,0,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,,0,0,,,,,70.0,20,0,0,,,selected-pokemon,normal
slash,https://pokeapi.co/api/v2/move/163/,diglett,100.0,damage,1,physical,0,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,,0,0,,,,,70.0,20,0,0,,,selected-pokemon,normal
slash,https://pokeapi.co/api/v2/move/163/,pinsir,100.0,damage,1,physical,0,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,,0,0,,,,,70.0,20,0,0,,,selected-pokemon,normal
slash,https://pokeapi.co/api/v2/move/163/,meowth,100.0,damage,1,physical,0,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,,0,0,,,,,70.0,20,0,0,,,selected-pokemon,normal
slash,https://pokeapi.co/api/v2/move/163/,dugtrio,100.0,damage,1,physical,0,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,,0,0,,,,,70.0,20,0,0,,,selected-pokemon,normal
